district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Dharmapuri,Nallampalli,Semi-Urban,11.2631,79.0772,Theft,5,Saturday,Night,452,13.66,80.16,0.284,8,11,1.85,0,18-25,1.1,2.99,0.802,67.77,0.532,0.337,0
Dindigul,Dindigul,Semi-Urban,10.4451,79.7512,Vandalism,9,Wednesday,Morning,746,5.57,82.5,0.426,8,3,5.15,0,60+,0.93,1.43,0.825,35.36,0.635,0.669,1
Chennai,Sholinganallur,Urban,8.366,79.7358,Assault,9,Tuesday,Afternoon,1581,6.17,88.59,0.272,9,24,4.03,0,18-25,1.092,2.15,0.886,73.35,0.49,0.44,0
Karur,Kulithalai,Rural,12.5175,76.6127,Property Crime,6,Friday,Afternoon,235,9.81,83.99,0.479,5,6,1.31,0,26-35,0.902,3.81,0.84,57.72,0.482,0.534,0
Dindigul,Natham,Rural,11.1628,80.3514,Fraud,9,Sunday,Night,637,11.09,77.78,0.485,6,3,3.06,0,18-25,1.076,4.73,0.778,36.49,0.675,0.807,1
Tirunelveli,Nanguneri,Semi-Urban,9.3796,78.4987,Burglary,7,Monday,Evening,789,9.82,75.79,0.245,4,15,2.08,0,26-35,1.09,0.65,0.758,36.17,0.372,0.377,0
Kanchipuram,Sriperumbudur,Rural,12.5784,76.6607,Fraud,6,Tuesday,Afternoon,477,14.31,71.69,0.619,4,9,0.87,0,18-25,1.018,3.11,0.717,32.92,0.393,0.875,0
Coimbatore,Coimbatore North,Urban,12.4462,78.8338,Burglary,12,Monday,Night,887,6.25,89.59,0.168,8,29,6.89,1,18-25,0.901,3.48,0.896,77.92,0.868,0.526,1
Salem,Sankagiri,Rural,11.2946,77.7982,Theft,7,Sunday,Afternoon,699,14.13,66.84,0.275,6,11,1.2,0,18-25,1.048,2.58,0.668,63.2,0.706,0.817,1
Villupuram,Kallakurichi,Rural,12.7892,80.4509,Cybercrime,8,Sunday,Evening,653,11.15,73.84,0.583,2,11,2.51,0,36-45,1.058,2.22,0.738,66.25,0.487,0.33,0
Namakkal,Namakkal,Rural,11.9981,78.195,Theft,8,Tuesday,Evening,404,5.21,82.43,0.246,6,3,2.37,0,60+,1.006,4.74,0.824,63.22,0.841,0.935,0
Karur,Aravakurichi,Rural,9.1343,78.6176,Cybercrime,5,Wednesday,Night,470,13.56,80.55,0.148,4,11,2.66,0,18-25,1.099,1.5,0.805,34.06,0.467,0.67,1
Thoothukudi,Kovilpatti,Rural,12.4317,76.5125,Fraud,4,Wednesday,Afternoon,358,7.36,75.17,0.431,4,5,7.61,1,36-45,0.976,1.6,0.752,39.83,0.501,0.767,0
Thanjavur,Papanasam,Semi-Urban,9.1476,76.4732,Burglary,1,Tuesday,Afternoon,575,13.22,70.94,0.725,5,8,1.69,0,26-35,1.015,1.0,0.709,39.74,0.463,0.599,1
Tirunelveli,Ambasamudram,Semi-Urban,10.281,77.1507,Property Crime,4,Wednesday,Night,280,7.27,77.26,0.59,4,11,3.57,1,26-35,1.038,3.13,0.773,62.05,0.721,0.567,1
Virudhunagar,Kariapatti,Rural,8.2325,78.6471,Burglary,1,Friday,Night,344,7.93,80.7,0.662,8,4,1.34,0,46-60,0.917,2.87,0.807,39.08,0.209,0.744,0
Krishnagiri,Denkanikottai,Rural,13.4707,80.1918,Burglary,8,Wednesday,Night,774,13.74,80.51,0.666,5,12,5.82,0,26-35,1.02,1.12,0.805,49.08,0.451,0.337,1
Thanjavur,Papanasam,Semi-Urban,11.0748,77.628,Traffic Violation,8,Tuesday,Evening,210,9.3,82.04,0.696,5,12,5.12,0,60+,0.964,2.13,0.82,45.15,0.75,0.791,1
Villupuram,Villupuram,Rural,10.3403,79.1504,Burglary,12,Wednesday,Night,674,12.43,78.28,0.664,5,5,2.42,1,60+,0.937,3.41,0.783,68.71,0.481,0.507,0
Vellore,Katpadi,Semi-Urban,10.6188,78.3831,Cybercrime,3,Monday,Morning,731,5.13,67.4,0.429,4,11,5.26,0,36-45,0.952,3.13,0.674,60.44,0.325,0.844,0
Dindigul,Natham,Semi-Urban,8.6717,76.5568,Traffic Violation,1,Wednesday,Afternoon,598,9.21,77.79,0.134,5,7,5.56,0,60+,0.939,1.33,0.778,30.74,0.832,0.713,0
Villupuram,Sankarapuram,Semi-Urban,12.7346,77.0585,Drug Offense,1,Saturday,Night,781,5.63,72.59,0.315,5,8,7.44,0,60+,1.029,0.64,0.726,31.23,0.894,0.541,0
Coimbatore,Coimbatore South,Urban,10.0782,76.0312,Cybercrime,7,Monday,Evening,1054,4.79,92.62,0.142,17,28,3.5,0,60+,1.017,2.84,0.926,70.29,0.873,0.371,1
Thanjavur,Pattukottai,Rural,8.8784,76.6463,Property Crime,5,Friday,Afternoon,486,13.78,75.81,0.153,2,7,1.29,0,26-35,0.967,0.63,0.758,57.03,0.864,0.317,1
Tirunelveli,Nanguneri,Urban,12.4506,77.0814,Theft,2,Sunday,Evening,633,11.34,65.54,0.231,2,5,3.43,0,26-35,0.953,2.68,0.655,57.0,0.344,0.544,0
Salem,Salem,Rural,9.4152,76.3869,Property Crime,3,Monday,Night,726,9.54,77.75,0.462,6,4,7.1,0,36-45,0.934,2.01,0.777,57.24,0.809,0.439,0
Thanjavur,Papanasam,Rural,12.4378,77.7816,Burglary,4,Friday,Night,767,6.97,82.05,0.116,8,6,2.41,1,46-60,1.019,1.94,0.82,57.27,0.349,0.564,1
Madurai,Melur,Urban,12.5492,77.452,Property Crime,2,Thursday,Afternoon,846,7.98,86.91,0.166,10,16,3.09,0,26-35,0.954,3.34,0.869,80.79,0.483,0.825,0
Tiruchirappalli,Thuraiyur,Rural,9.1552,76.8938,Burglary,6,Tuesday,Evening,615,14.96,84.35,0.319,4,11,4.2,0,36-45,0.933,3.95,0.843,37.71,0.754,0.843,1
Tiruvannamalai,Arani,Rural,12.325,79.8791,Theft,5,Saturday,Evening,528,12.38,70.91,0.718,5,10,4.25,0,60+,1.096,0.82,0.709,38.2,0.523,0.391,0
Ramanathapuram,Mudukulathur,Rural,9.9818,76.4209,Fraud,6,Monday,Evening,679,7.63,68.65,0.429,5,10,4.9,0,36-45,1.037,2.47,0.687,32.63,0.536,0.659,0
Tirunelveli,Radhapuram,Urban,11.9965,79.8367,Cybercrime,7,Saturday,Evening,405,13.85,83.97,0.172,5,13,6.4,0,36-45,0.935,1.47,0.84,46.34,0.715,0.623,0
Namakkal,Kumarapalayam,Urban,13.2733,77.1777,Theft,4,Thursday,Night,504,5.54,68.55,0.365,6,14,4.95,1,60+,1.052,3.82,0.685,63.56,0.652,0.724,0
Villupuram,Kallakurichi,Rural,11.6872,79.7907,Domestic Violence,6,Monday,Night,653,14.67,81.27,0.219,3,13,7.91,0,46-60,1.075,3.73,0.813,63.79,0.527,0.752,0
Ramanathapuram,Paramakudi,Urban,10.5471,78.3994,Burglary,6,Saturday,Night,318,9.02,82.65,0.463,5,2,3.54,0,26-35,0.996,4.63,0.827,42.67,0.863,0.666,0
Kanchipuram,Kanchipuram,Semi-Urban,10.2879,77.4884,Traffic Violation,1,Sunday,Afternoon,523,5.61,74.05,0.27,8,3,2.89,0,46-60,0.931,0.85,0.74,35.49,0.465,0.569,1
Virudhunagar,Sattur,Rural,9.9151,76.5378,Theft,8,Sunday,Night,339,10.39,71.29,0.126,4,12,7.8,0,36-45,0.986,2.03,0.713,68.22,0.786,0.773,1
Chennai,Ambattur,Urban,12.0103,78.8088,Fraud,8,Monday,Night,883,3.31,87.24,0.388,15,17,5.85,0,36-45,0.983,1.37,0.872,83.1,0.779,0.759,0
Villupuram,Gingee,Semi-Urban,10.3208,76.9622,Domestic Violence,7,Thursday,Morning,400,8.86,74.93,0.603,4,13,1.47,0,18-25,0.993,2.1,0.749,41.68,0.307,0.404,1
Vellore,Gudiyatham,Semi-Urban,12.7094,79.9842,Assault,2,Tuesday,Evening,599,5.88,83.47,0.58,6,15,7.14,0,60+,0.923,2.78,0.835,35.69,0.893,0.683,0
Tirunelveli,Ambasamudram,Rural,11.4235,76.3037,Burglary,9,Tuesday,Evening,211,14.99,72.41,0.438,5,6,5.77,0,46-60,0.994,1.99,0.724,68.94,0.443,0.426,0
Madurai,Madurai South,Semi-Urban,8.2334,76.8114,Theft,6,Thursday,Morning,1353,5.11,88.77,0.767,25,24,6.08,0,36-45,0.904,3.25,0.888,82.78,0.279,0.919,1
Villupuram,Villupuram,Rural,10.3024,79.9643,Domestic Violence,1,Tuesday,Morning,672,7.9,83.57,0.311,6,10,6.58,0,26-35,1.082,2.72,0.836,69.62,0.793,0.428,1
Namakkal,Rasipuram,Urban,13.294,78.1431,Theft,2,Friday,Night,732,13.59,74.8,0.142,3,7,1.09,0,18-25,0.916,3.44,0.748,59.46,0.89,0.95,0
Namakkal,Namakkal,Rural,9.1774,80.4502,Drug Offense,8,Sunday,Night,506,8.63,66.29,0.78,8,11,4.32,0,46-60,0.948,1.06,0.663,54.35,0.73,0.61,1
Vellore,Pernambut,Rural,9.4957,78.7613,Assault,5,Wednesday,Morning,419,13.7,75.7,0.218,2,7,5.62,0,18-25,1.05,4.24,0.757,65.3,0.285,0.381,0
Dharmapuri,Palacode,Rural,13.0843,79.0515,Domestic Violence,10,Saturday,Evening,734,12.65,67.54,0.362,3,7,5.86,1,60+,0.999,2.93,0.675,49.59,0.759,0.321,1
Erode,Anthiyur,Semi-Urban,9.0078,79.6941,Assault,7,Wednesday,Evening,696,12.92,72.67,0.162,7,12,1.29,0,36-45,1.053,4.46,0.727,41.91,0.659,0.542,1
Dharmapuri,Palacode,Rural,10.5841,77.3997,Theft,5,Monday,Evening,291,13.07,84.35,0.159,6,4,7.93,0,36-45,0.978,4.04,0.843,59.84,0.397,0.471,0
Cuddalore,Cuddalore,Rural,12.4743,77.2238,Burglary,5,Wednesday,Night,598,8.38,71.74,0.686,7,7,3.88,0,36-45,1.066,2.1,0.717,42.87,0.659,0.441,0
Erode,Gobichettipalayam,Rural,13.4852,78.6335,Assault,2,Monday,Afternoon,516,10.36,84.67,0.376,2,10,3.9,0,60+,1.044,1.07,0.847,63.92,0.616,0.333,0
Tirunelveli,Radhapuram,Semi-Urban,11.1062,76.173,Property Crime,7,Monday,Evening,504,7.74,82.52,0.79,8,11,3.65,0,60+,0.952,3.54,0.825,57.06,0.616,0.504,1
Karur,Kadavur,Rural,12.2992,76.8417,Domestic Violence,12,Wednesday,Afternoon,359,12.54,79.85,0.646,7,10,3.75,1,46-60,0.982,0.85,0.798,40.24,0.616,0.388,1
Tirunelveli,Palayamkottai,Semi-Urban,8.2694,77.6396,Cybercrime,8,Saturday,Evening,450,9.65,76.75,0.149,6,3,5.92,0,18-25,1.097,3.62,0.767,42.4,0.596,0.895,0
Kanchipuram,Uthiramerur,Rural,12.4038,76.6318,Burglary,5,Monday,Evening,662,13.21,79.62,0.791,3,9,4.58,0,60+,0.91,4.76,0.796,41.21,0.491,0.435,0
Coimbatore,Pollachi,Urban,11.8164,77.9809,Cybercrime,12,Thursday,Afternoon,1276,4.38,90.19,0.521,19,31,1.44,1,60+,1.012,4.14,0.902,85.89,0.406,0.486,0
Krishnagiri,Krishnagiri,Urban,8.2578,76.1529,Fraud,10,Thursday,Morning,215,9.17,80.83,0.736,7,12,3.45,1,26-35,0.948,2.84,0.808,57.97,0.474,0.913,1
Salem,Omalur,Semi-Urban,8.4253,77.8603,Vandalism,2,Tuesday,Morning,792,5.62,83.67,0.743,8,2,6.2,0,26-35,0.925,2.0,0.837,61.66,0.461,0.763,1
Tirunelveli,Palayamkottai,Rural,10.8633,78.1173,Theft,6,Wednesday,Evening,771,9.15,83.2,0.434,7,4,4.24,0,18-25,1.09,4.06,0.832,33.31,0.373,0.334,1
Thanjavur,Thiruvidaimarudur,Rural,9.7623,80.3417,Property Crime,8,Wednesday,Morning,359,13.29,84.61,0.48,8,2,5.56,0,36-45,0.975,2.75,0.846,42.58,0.841,0.66,1
Thanjavur,Pattukottai,Rural,11.1145,78.1004,Cybercrime,6,Monday,Evening,678,14.17,81.31,0.376,3,10,5.84,0,18-25,0.947,4.9,0.813,43.84,0.729,0.705,1
Madurai,Melur,Urban,12.1943,80.1131,Assault,8,Sunday,Night,1262,4.26,91.03,0.153,22,24,7.13,0,18-25,0.999,1.68,0.91,89.37,0.307,0.643,1
Dindigul,Kodaikanal,Rural,9.5399,78.2512,Theft,7,Saturday,Night,699,9.81,79.89,0.638,7,4,6.69,0,60+,1.067,3.42,0.799,36.31,0.342,0.504,1
Ramanathapuram,Ramanathapuram,Rural,9.7279,76.3496,Drug Offense,10,Tuesday,Night,394,12.44,71.51,0.7,4,15,1.72,1,36-45,0.909,4.47,0.715,42.32,0.453,0.74,1
Salem,Vazhapadi,Rural,12.9651,77.1662,Vandalism,6,Saturday,Night,729,9.97,75.68,0.679,3,9,3.66,0,18-25,1.06,3.98,0.757,38.76,0.691,0.317,0
Thoothukudi,Ottapidaram,Semi-Urban,11.5842,78.7991,Theft,4,Thursday,Night,792,14.64,84.52,0.406,3,3,5.74,1,18-25,1.063,2.06,0.845,38.39,0.721,0.825,0
Cuddalore,Vridhachalam,Semi-Urban,12.9369,79.8086,Property Crime,4,Friday,Evening,384,7.53,65.0,0.536,2,13,6.29,1,18-25,1.059,2.55,0.65,52.94,0.812,0.824,1
Sivaganga,Devakottai,Rural,10.4523,76.1765,Assault,6,Wednesday,Afternoon,605,14.2,71.11,0.597,4,13,3.43,0,26-35,0.94,4.14,0.711,68.51,0.598,0.891,0
Vellore,Pernambut,Rural,12.8383,77.6448,Cybercrime,12,Thursday,Evening,216,6.38,71.5,0.171,3,3,3.92,1,60+,1.024,2.55,0.715,31.53,0.423,0.538,1
Tirunelveli,Tirunelveli,Urban,11.3647,78.4173,Theft,11,Friday,Night,372,12.6,67.37,0.704,5,12,1.38,1,26-35,1.053,4.79,0.674,49.91,0.747,0.366,0
Vellore,Vellore,Rural,8.2793,78.5597,Property Crime,7,Thursday,Afternoon,714,12.91,73.5,0.799,5,15,5.0,0,36-45,0.926,2.08,0.735,37.03,0.379,0.532,1
Madurai,Melur,Urban,12.9936,77.9875,Drug Offense,5,Thursday,Morning,1949,6.51,88.55,0.674,8,26,5.19,0,60+,0.984,1.94,0.885,84.04,0.514,0.714,0
Tiruvannamalai,Polur,Rural,10.8924,77.6262,Fraud,4,Saturday,Evening,757,7.43,65.96,0.789,6,7,7.19,1,36-45,0.986,2.69,0.66,58.39,0.384,0.865,1
Virudhunagar,Aruppukkottai,Rural,11.3869,78.6773,Drug Offense,4,Saturday,Afternoon,800,6.17,70.09,0.367,3,4,3.27,1,46-60,0.916,4.94,0.701,47.3,0.227,0.478,0
Coimbatore,Coimbatore South,Urban,12.1887,76.3958,Cybercrime,1,Monday,Night,829,3.22,85.39,0.243,9,35,7.33,0,18-25,0.932,4.18,0.854,84.64,0.517,0.474,0
Sivaganga,Karaikudi,Rural,8.1826,76.9527,Vandalism,4,Monday,Afternoon,654,12.71,79.99,0.118,4,11,6.25,1,18-25,0.943,4.47,0.8,33.04,0.451,0.712,0
Vellore,Pernambut,Rural,9.2691,79.6269,Burglary,2,Friday,Morning,605,14.24,74.27,0.742,3,3,1.91,0,26-35,1.071,0.88,0.743,47.12,0.835,0.932,0
Vellore,Gudiyatham,Rural,10.0999,77.9851,Drug Offense,8,Thursday,Night,404,6.57,74.3,0.578,3,8,2.76,0,46-60,1.026,4.4,0.743,48.2,0.83,0.774,0
Kanchipuram,Sriperumbudur,Rural,10.9256,80.2787,Drug Offense,8,Thursday,Afternoon,657,9.79,77.29,0.194,3,4,1.5,0,26-35,0.969,4.3,0.773,66.94,0.448,0.423,1
Dharmapuri,Nallampalli,Rural,11.9258,77.2098,Theft,8,Friday,Morning,360,10.9,76.67,0.225,4,5,7.65,0,46-60,1.019,2.98,0.767,69.52,0.851,0.39,0
Virudhunagar,Virudhunagar,Rural,13.0107,76.6583,Assault,2,Monday,Evening,373,12.8,79.62,0.233,7,4,6.53,0,60+,0.967,4.2,0.796,38.19,0.597,0.54,1
Dharmapuri,Palacode,Urban,8.9764,77.3735,Fraud,9,Saturday,Night,656,13.99,66.69,0.345,5,9,2.75,0,36-45,0.908,2.88,0.667,53.82,0.75,0.848,1
Villupuram,Gingee,Rural,12.8652,79.2191,Theft,10,Tuesday,Night,224,14.37,66.22,0.348,2,7,6.98,1,60+,0.955,2.74,0.662,44.11,0.322,0.68,1
Thanjavur,Papanasam,Rural,8.9114,78.1848,Fraud,4,Tuesday,Night,304,10.65,68.44,0.506,8,2,2.37,1,36-45,1.093,4.8,0.684,66.68,0.28,0.542,1
Vellore,Katpadi,Rural,8.2446,78.0187,Burglary,12,Monday,Night,673,14.61,68.9,0.739,6,3,5.21,1,46-60,1.042,1.44,0.689,42.75,0.211,0.8,1
Salem,Mettur,Rural,12.0982,79.8724,Assault,4,Thursday,Morning,386,14.57,82.54,0.381,8,14,1.59,1,26-35,0.953,1.37,0.825,50.72,0.358,0.546,1
Dindigul,Natham,Rural,9.9006,78.2432,Assault,10,Tuesday,Evening,352,8.52,65.07,0.218,7,3,5.47,1,36-45,0.939,2.26,0.651,39.2,0.713,0.644,1
Villupuram,Villupuram,Rural,8.2685,78.1356,Vandalism,3,Wednesday,Morning,610,10.12,65.84,0.605,2,15,7.98,0,18-25,1.001,3.63,0.658,39.86,0.633,0.452,1
Salem,Sankagiri,Rural,13.0941,78.4559,Burglary,9,Wednesday,Night,582,10.41,71.45,0.608,8,2,5.69,0,60+,1.082,1.84,0.715,33.33,0.32,0.712,1
Tiruchirappalli,Srirangam,Rural,12.1651,77.5761,Theft,7,Thursday,Evening,408,8.75,83.06,0.576,4,7,1.95,0,36-45,0.913,1.86,0.831,44.33,0.576,0.635,1
Thanjavur,Pattukottai,Rural,13.3346,79.8746,Theft,8,Tuesday,Night,377,5.34,66.8,0.406,2,15,2.63,0,60+,1.015,4.11,0.668,65.6,0.217,0.793,1
Tiruvannamalai,Vandavasi,Rural,9.4663,77.2484,Assault,5,Sunday,Afternoon,311,11.38,83.88,0.794,7,9,2.0,0,36-45,1.068,4.9,0.839,36.87,0.749,0.677,0
Chennai,Chennai North,Urban,10.8979,77.3785,Traffic Violation,4,Wednesday,Afternoon,1786,4.28,89.48,0.114,23,33,3.52,1,18-25,1.058,2.53,0.895,89.57,0.683,0.733,0
Tiruvannamalai,Vandavasi,Semi-Urban,12.2494,80.2247,Vandalism,3,Friday,Evening,657,6.3,73.03,0.744,5,8,3.6,0,26-35,1.022,4.91,0.73,42.06,0.389,0.312,1
Madurai,Madurai North,Semi-Urban,9.9262,79.7643,Assault,9,Thursday,Morning,1778,4.73,90.72,0.511,12,26,5.4,0,18-25,0.955,3.11,0.907,80.48,0.75,0.474,0
Dindigul,Dindigul,Urban,10.7543,79.5916,Domestic Violence,7,Wednesday,Morning,268,8.81,82.71,0.259,8,11,2.35,0,36-45,0.911,1.14,0.827,58.79,0.544,0.84,0
Namakkal,Kumarapalayam,Semi-Urban,11.6556,77.9418,Property Crime,2,Sunday,Evening,482,6.97,80.84,0.251,6,14,6.55,0,18-25,1.094,1.97,0.808,34.95,0.869,0.661,1
Ramanathapuram,Kamuthi,Rural,9.2876,78.0826,Burglary,10,Saturday,Morning,523,11.15,76.11,0.169,8,11,1.24,1,36-45,1.005,2.59,0.761,43.2,0.373,0.876,1
Karur,Krishnarayapuram,Rural,9.7621,79.5436,Fraud,2,Wednesday,Night,638,6.69,67.74,0.669,7,12,6.19,0,60+,0.984,4.81,0.677,66.62,0.841,0.388,0
Erode,Erode,Rural,11.4403,79.9922,Domestic Violence,3,Thursday,Evening,642,14.17,67.74,0.65,4,6,1.62,0,26-35,1.061,2.95,0.677,48.25,0.275,0.779,1
Kanchipuram,Uthiramerur,Semi-Urban,12.9396,80.2614,Burglary,1,Tuesday,Night,293,12.68,82.72,0.263,8,12,1.45,0,46-60,1.034,4.74,0.827,47.09,0.418,0.522,0
Villupuram,Gingee,Rural,9.2909,79.1432,Assault,8,Thursday,Evening,411,5.5,77.16,0.158,2,13,3.62,0,46-60,0.976,4.25,0.772,32.49,0.285,0.394,0
Villupuram,Kallakurichi,Rural,9.6619,79.2121,Property Crime,11,Tuesday,Evening,546,12.08,82.79,0.708,2,5,5.14,1,36-45,0.947,1.51,0.828,51.95,0.876,0.701,1
Dharmapuri,Nallampalli,Rural,8.9658,79.3261,Theft,5,Monday,Morning,256,13.44,70.82,0.638,4,4,7.5,0,36-45,1.005,2.64,0.708,46.26,0.834,0.638,0
Chennai,Chennai North,Urban,8.915,78.174,Traffic Violation,5,Tuesday,Evening,829,4.34,85.94,0.507,21,31,4.06,0,60+,1.067,4.12,0.859,81.72,0.326,0.729,1
Chennai,Chennai Central,Urban,13.4911,79.3598,Drug Offense,6,Tuesday,Evening,1680,3.51,91.5,0.765,18,22,4.12,0,18-25,0.942,3.52,0.915,81.65,0.459,0.413,1
Villupuram,Gingee,Rural,10.1585,79.4003,Property Crime,9,Wednesday,Morning,790,10.42,77.75,0.102,6,12,1.47,0,60+,1.022,1.59,0.777,59.21,0.428,0.898,0
Vellore,Arcot,Rural,11.6872,79.6994,Theft,12,Monday,Morning,655,14.01,83.35,0.519,4,7,7.86,1,46-60,1.03,4.76,0.834,38.73,0.363,0.888,0
Thoothukudi,Thoothukudi,Rural,8.6345,77.8638,Assault,12,Thursday,Evening,534,8.42,84.64,0.561,2,8,3.04,1,26-35,1.031,1.88,0.846,30.36,0.45,0.435,0
Tiruchirappalli,Srirangam,Rural,12.5868,79.0063,Assault,2,Wednesday,Afternoon,551,9.28,77.14,0.274,2,12,1.94,0,18-25,0.965,4.99,0.771,39.21,0.484,0.337,0
Tirunelveli,Radhapuram,Rural,13.2078,78.2787,Fraud,11,Sunday,Evening,274,5.24,82.52,0.628,6,10,2.15,1,46-60,0.901,3.1,0.825,64.14,0.786,0.58,1
Tiruchirappalli,Musiri,Semi-Urban,11.4028,76.5833,Property Crime,3,Sunday,Night,452,13.17,74.23,0.217,4,13,3.3,0,46-60,1.017,2.97,0.742,44.95,0.535,0.368,1
Erode,Anthiyur,Rural,8.5393,78.8537,Cybercrime,6,Tuesday,Evening,514,14.2,84.38,0.707,8,15,5.1,0,36-45,1.082,1.31,0.844,46.52,0.304,0.344,1
Chennai,Chennai North,Urban,8.3639,76.8353,Fraud,3,Saturday,Morning,823,5.07,86.63,0.156,22,35,6.61,0,46-60,0.996,4.21,0.866,89.7,0.478,0.521,1
Salem,Omalur,Rural,11.7148,76.7331,Vandalism,2,Friday,Afternoon,440,10.82,67.7,0.52,2,7,6.6,0,18-25,1.044,4.83,0.677,59.96,0.636,0.723,0
Karur,Krishnarayapuram,Rural,9.6169,79.8868,Domestic Violence,7,Tuesday,Morning,269,6.45,76.74,0.702,3,5,7.69,0,18-25,0.999,2.9,0.767,54.34,0.512,0.407,1
Villupuram,Villupuram,Semi-Urban,11.9097,78.7194,Assault,3,Wednesday,Evening,669,5.99,82.68,0.224,6,15,5.71,0,26-35,0.926,3.85,0.827,44.69,0.747,0.602,0
Ramanathapuram,Ramanathapuram,Rural,10.1806,77.708,Drug Offense,10,Monday,Afternoon,310,9.66,68.03,0.771,7,10,3.48,1,60+,1.044,1.14,0.68,42.79,0.411,0.891,0
Villupuram,Villupuram,Rural,11.1443,76.3202,Property Crime,7,Wednesday,Night,766,9.08,84.19,0.659,7,3,2.28,0,36-45,1.092,1.47,0.842,37.73,0.678,0.882,0
Virudhunagar,Aruppukkottai,Rural,9.5282,77.313,Fraud,6,Friday,Afternoon,751,13.57,82.75,0.159,5,7,4.59,0,36-45,0.93,2.24,0.828,44.87,0.828,0.925,1
Vellore,Pernambut,Rural,12.0514,79.4592,Assault,11,Friday,Afternoon,652,6.77,84.48,0.395,7,11,6.59,1,26-35,1.066,1.22,0.845,68.39,0.853,0.331,1
Kanchipuram,Madurantakam,Rural,12.6304,78.0467,Domestic Violence,3,Sunday,Morning,216,12.14,69.06,0.491,8,12,6.4,0,46-60,0.949,0.77,0.691,56.99,0.371,0.479,1
Villupuram,Sankarapuram,Rural,9.3063,79.8586,Domestic Violence,6,Friday,Night,331,9.52,80.41,0.539,4,15,4.61,0,46-60,0.911,1.16,0.804,61.43,0.775,0.923,0
Krishnagiri,Krishnagiri,Rural,13.3674,80.4586,Theft,3,Saturday,Evening,357,14.87,76.16,0.314,4,10,7.87,0,36-45,0.939,1.4,0.762,62.98,0.451,0.672,1
Tirunelveli,Nanguneri,Rural,12.4762,79.5155,Theft,7,Sunday,Night,384,6.53,83.68,0.351,2,7,5.03,0,46-60,0.905,1.24,0.837,59.05,0.8,0.842,1
Dharmapuri,Karimangalam,Rural,8.7941,79.7816,Fraud,12,Tuesday,Afternoon,615,14.52,84.94,0.367,5,13,6.13,1,60+,1.078,2.8,0.849,59.79,0.58,0.512,0
Namakkal,Tiruchengode,Rural,12.1993,76.6211,Domestic Violence,3,Tuesday,Morning,476,9.06,66.13,0.754,4,9,1.09,0,36-45,0.989,4.92,0.661,41.6,0.899,0.533,1
Dharmapuri,Palacode,Rural,12.7096,77.5369,Cybercrime,3,Monday,Evening,354,8.34,77.94,0.135,8,10,3.23,0,60+,0.904,3.4,0.779,47.81,0.825,0.737,0
Villupuram,Tindivanam,Semi-Urban,8.9059,80.0484,Vandalism,4,Friday,Evening,780,7.51,83.72,0.195,4,10,7.47,1,18-25,0.951,1.5,0.837,30.46,0.211,0.82,0
Tirunelveli,Ambasamudram,Rural,12.1116,77.9736,Theft,10,Thursday,Morning,282,14.2,70.02,0.482,4,11,0.94,1,60+,1.092,3.5,0.7,61.05,0.644,0.449,1
Cuddalore,Chidambaram,Semi-Urban,9.9416,77.2867,Burglary,3,Wednesday,Afternoon,480,14.88,68.14,0.654,2,6,7.3,0,36-45,0.926,3.88,0.681,65.79,0.234,0.728,1
Ramanathapuram,Paramakudi,Rural,8.099,78.8805,Burglary,12,Monday,Afternoon,770,5.35,70.55,0.658,2,6,5.92,1,18-25,0.934,2.31,0.706,57.76,0.614,0.653,0
Cuddalore,Chidambaram,Rural,13.0852,78.6159,Property Crime,6,Thursday,Morning,421,11.78,81.15,0.127,8,11,6.33,0,18-25,1.089,4.44,0.811,48.35,0.56,0.589,1
Cuddalore,Kattumannarkoil,Semi-Urban,12.3685,79.7721,Property Crime,4,Friday,Morning,688,5.1,70.94,0.435,7,12,0.53,1,46-60,0.971,2.43,0.709,40.41,0.495,0.393,0
Salem,Salem,Rural,11.4574,80.3039,Drug Offense,5,Tuesday,Night,450,7.86,83.75,0.528,3,3,2.17,0,60+,1.017,1.44,0.837,48.66,0.521,0.554,1
Ramanathapuram,Kadaladi,Rural,11.5651,79.2811,Vandalism,6,Thursday,Morning,232,13.98,79.52,0.493,6,3,2.96,0,36-45,0.982,4.02,0.795,38.04,0.86,0.769,0
Salem,Vazhapadi,Semi-Urban,13.192,78.802,Theft,4,Thursday,Morning,225,12.9,68.41,0.331,5,11,2.62,1,36-45,1.061,3.16,0.684,64.88,0.886,0.493,0
Thoothukudi,Srivaikuntam,Rural,10.5385,79.129,Fraud,2,Monday,Evening,277,11.73,74.02,0.481,4,4,7.45,0,60+,1.023,1.15,0.74,42.83,0.526,0.829,1
Virudhunagar,Sattur,Rural,9.2081,77.6679,Burglary,10,Tuesday,Night,409,14.78,81.4,0.498,6,11,4.4,1,46-60,1.037,0.95,0.814,41.97,0.667,0.402,0
Erode,Erode,Rural,11.5817,79.837,Fraud,4,Saturday,Morning,695,9.72,73.62,0.779,3,12,4.8,1,46-60,0.94,1.77,0.736,45.21,0.878,0.599,1
