district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,weather,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Tiruvannamalai,Polur,Semi-Urban,10.0657,79.5953,Fraud,10,Wednesday,Evening,240,13.34,65.5,0.475,6,9,6.01,Sunny,1,60+,0.956,2.89,0.655,48.24,0.897,0.768,0
Madurai,Madurai South,Urban,10.095,80.4747,Cybercrime,1,Thursday,Evening,1563,5.8,90.9,0.31,19,37,3.95,Sunny,0,60+,1.036,2.8,0.909,74.83,0.807,0.857,1
Coimbatore,Pollachi,Urban,13.3823,77.9051,Cybercrime,10,Thursday,Morning,824,4.43,86.06,0.251,14,35,3.59,Cloudy,1,36-45,1.018,0.85,0.861,79.91,0.415,0.673,1
Dharmapuri,Harur,Rural,12.4628,76.444,Property Crime,7,Friday,Evening,452,5.31,72.42,0.284,2,6,5.99,Rainy,0,18-25,0.932,1.21,0.724,57.99,0.548,0.949,1
Villupuram,Tindivanam,Rural,8.442,79.5155,Theft,1,Sunday,Evening,291,5.88,70.04,0.557,7,15,1.68,Cloudy,0,60+,1.038,2.4,0.7,36.77,0.701,0.816,1
Tiruchirappalli,Thuraiyur,Urban,9.6252,77.3102,Drug Offense,8,Monday,Evening,549,11.46,69.74,0.132,8,8,3.22,Cloudy,0,18-25,1.051,4.53,0.697,60.44,0.598,0.742,0
Thoothukudi,Thoothukudi,Rural,9.0764,79.0386,Domestic Violence,9,Sunday,Night,531,6.82,82.71,0.757,2,15,5.62,Sunny,0,18-25,1.022,1.73,0.827,35.34,0.719,0.518,0
Karur,Kulithalai,Semi-Urban,9.8337,77.1398,Theft,5,Monday,Evening,583,8.08,68.87,0.723,4,4,7.2,Rainy,0,46-60,1.076,3.6,0.689,30.25,0.218,0.662,0
Karur,Kulithalai,Semi-Urban,11.989,76.5098,Domestic Violence,9,Friday,Morning,661,14.11,65.22,0.49,5,11,1.2,Cloudy,0,18-25,0.963,3.0,0.652,35.83,0.664,0.774,1
Villupuram,Gingee,Rural,10.5903,80.2273,Property Crime,11,Saturday,Morning,313,9.96,69.59,0.142,2,7,2.12,Sunny,1,26-35,1.044,4.61,0.696,55.12,0.656,0.611,0
Salem,Omalur,Semi-Urban,9.5874,79.228,Burglary,1,Friday,Morning,638,12.24,80.92,0.734,5,5,5.65,Rainy,0,36-45,0.907,4.77,0.809,56.6,0.827,0.933,0
Dharmapuri,Harur,Semi-Urban,8.0446,76.1076,Vandalism,7,Saturday,Morning,743,8.12,83.15,0.345,2,9,4.78,Cloudy,0,26-35,0.915,2.32,0.832,53.77,0.503,0.36,0
Tirunelveli,Palayamkottai,Semi-Urban,11.5796,77.1488,Theft,7,Sunday,Morning,228,12.94,75.23,0.548,7,11,7.89,Hot,0,26-35,1.083,0.69,0.752,34.73,0.415,0.614,1
Madurai,Melur,Urban,11.2618,76.2976,Cybercrime,12,Monday,Evening,942,6.04,92.81,0.301,14,31,2.25,Hot,1,26-35,0.928,2.83,0.928,78.02,0.663,0.655,0
Karur,Aravakurichi,Rural,11.4343,76.263,Domestic Violence,8,Sunday,Afternoon,759,12.42,74.57,0.407,3,4,4.09,Cloudy,0,18-25,0.997,2.18,0.746,58.49,0.666,0.797,0
Thoothukudi,Kovilpatti,Semi-Urban,11.8644,78.1629,Vandalism,2,Wednesday,Evening,734,10.84,75.08,0.42,3,13,0.89,Rainy,0,46-60,0.938,1.87,0.751,41.07,0.517,0.343,1
Namakkal,Kolli Hills,Rural,9.1936,76.0805,Fraud,8,Sunday,Afternoon,777,7.48,70.33,0.429,4,2,7.47,Sunny,0,46-60,0.914,2.34,0.703,51.46,0.285,0.388,1
Ramanathapuram,Ramanathapuram,Urban,12.7403,78.3481,Traffic Violation,5,Wednesday,Morning,444,9.85,81.76,0.632,4,6,6.41,Rainy,0,46-60,0.952,4.08,0.818,68.26,0.855,0.579,0
Namakkal,Namakkal,Rural,8.087,78.5889,Traffic Violation,8,Saturday,Morning,264,13.08,66.0,0.191,3,7,7.02,Rainy,0,26-35,1.027,3.92,0.66,62.03,0.264,0.308,1
Villupuram,Sankarapuram,Rural,12.0765,78.31,Assault,3,Tuesday,Morning,727,14.9,71.53,0.693,7,14,0.9,Sunny,0,46-60,1.051,4.97,0.715,60.09,0.281,0.64,1
Karur,Kulithalai,Semi-Urban,12.9666,77.8751,Traffic Violation,10,Wednesday,Night,478,14.01,80.15,0.732,7,14,7.63,Rainy,1,36-45,1.048,2.64,0.801,51.35,0.687,0.453,1
Vellore,Arcot,Rural,8.6113,79.7075,Theft,4,Monday,Night,479,11.26,78.73,0.212,8,8,2.43,Rainy,1,18-25,1.054,4.67,0.787,50.75,0.844,0.723,0
Sivaganga,Manamadurai,Rural,10.7603,77.9168,Property Crime,11,Tuesday,Evening,731,11.53,80.26,0.313,3,8,6.0,Sunny,1,36-45,1.044,2.7,0.803,67.04,0.333,0.399,1
Chennai,Ambattur,Urban,9.2279,78.1521,Theft,11,Tuesday,Night,1729,6.9,94.58,0.391,8,33,2.23,Rainy,1,60+,1.077,0.8,0.946,78.88,0.854,0.697,1
Namakkal,Namakkal,Rural,10.519,78.3715,Theft,2,Saturday,Evening,298,6.84,71.57,0.485,8,15,6.78,Cloudy,0,26-35,0.999,3.41,0.716,32.46,0.806,0.372,1
Madurai,Thirumangalam,Urban,12.497,77.1241,Burglary,12,Sunday,Night,956,6.17,89.71,0.581,25,37,5.53,Rainy,1,36-45,0.972,2.38,0.897,89.19,0.348,0.883,0
Coimbatore,Pollachi,Urban,9.3007,79.7723,Vandalism,1,Wednesday,Morning,1391,3.9,86.22,0.21,15,19,1.84,Cloudy,0,26-35,0.967,4.38,0.862,86.72,0.385,0.715,0
Thoothukudi,Srivaikuntam,Rural,10.73,79.2977,Property Crime,5,Friday,Night,675,13.93,73.64,0.383,3,6,2.29,Rainy,0,46-60,0.947,1.34,0.736,44.4,0.423,0.641,1
Namakkal,Kumarapalayam,Rural,11.1304,76.7313,Domestic Violence,1,Thursday,Afternoon,230,13.06,78.54,0.15,6,10,2.06,Cloudy,0,60+,1.031,3.19,0.785,35.87,0.335,0.734,0
Coimbatore,Pollachi,Urban,11.4743,79.1603,Burglary,11,Tuesday,Morning,1836,7.9,92.78,0.116,15,24,5.41,Rainy,1,36-45,1.033,0.84,0.928,74.27,0.209,0.753,0
Tiruvannamalai,Polur,Rural,10.9792,76.7823,Property Crime,1,Friday,Afternoon,560,5.16,66.63,0.171,5,6,7.39,Cloudy,0,46-60,1.084,2.71,0.666,60.91,0.228,0.599,1
Namakkal,Rasipuram,Rural,11.9104,79.3249,Domestic Violence,5,Wednesday,Morning,466,7.48,82.02,0.7,6,14,4.14,Sunny,0,18-25,0.97,1.29,0.82,30.91,0.367,0.943,0
Salem,Sankagiri,Semi-Urban,12.2226,80.2348,Burglary,3,Wednesday,Night,265,5.9,81.97,0.282,8,15,4.99,Sunny,0,46-60,0.988,1.27,0.82,44.85,0.211,0.847,0
Ramanathapuram,Kamuthi,Rural,12.3231,78.6302,Drug Offense,12,Wednesday,Afternoon,679,6.66,73.32,0.659,2,8,7.3,Hot,1,36-45,1.079,3.86,0.733,42.94,0.555,0.635,1
Villupuram,Kallakurichi,Semi-Urban,10.3074,77.8815,Assault,3,Tuesday,Afternoon,614,5.85,77.02,0.721,5,13,2.75,Sunny,0,60+,0.94,4.69,0.77,57.59,0.461,0.795,1
Erode,Modakurichi,Rural,11.0462,79.114,Fraud,6,Wednesday,Afternoon,517,9.14,74.34,0.51,6,2,7.04,Cloudy,0,60+,1.003,2.48,0.743,37.98,0.756,0.713,1
Krishnagiri,Pochampalli,Rural,11.414,76.5798,Burglary,1,Saturday,Morning,566,7.49,76.02,0.552,5,9,5.16,Hot,0,18-25,0.961,4.97,0.76,56.4,0.347,0.319,1
Ramanathapuram,Kadaladi,Semi-Urban,9.3903,78.0139,Theft,3,Wednesday,Morning,450,10.51,79.96,0.443,5,3,1.61,Cloudy,0,60+,0.942,4.63,0.8,49.82,0.476,0.389,1
Dindigul,Natham,Rural,12.2608,77.3282,Fraud,5,Friday,Evening,573,13.79,74.38,0.233,3,6,1.82,Rainy,0,36-45,1.062,2.35,0.744,50.16,0.422,0.648,1
Dindigul,Kodaikanal,Rural,11.9131,77.3172,Theft,4,Friday,Afternoon,676,10.12,65.13,0.245,2,8,5.88,Rainy,1,18-25,0.913,1.42,0.651,51.92,0.4,0.3,0
Sivaganga,Karaikudi,Rural,8.1502,79.8632,Burglary,8,Wednesday,Night,418,14.86,83.1,0.78,4,9,5.28,Hot,0,18-25,1.039,3.53,0.831,54.86,0.822,0.846,0
Tiruchirappalli,Lalgudi,Rural,9.9619,76.9307,Domestic Violence,2,Sunday,Evening,227,14.02,71.34,0.15,8,3,3.12,Sunny,0,26-35,1.061,1.6,0.713,30.68,0.442,0.665,1
Kanchipuram,Uthiramerur,Urban,12.1033,77.5479,Burglary,2,Tuesday,Night,540,13.37,67.0,0.261,8,15,5.12,Cloudy,0,26-35,1.02,0.74,0.67,45.21,0.787,0.649,1
Kanchipuram,Madurantakam,Urban,9.1481,79.8294,Drug Offense,11,Tuesday,Night,207,6.36,75.93,0.426,7,11,5.04,Sunny,1,26-35,0.906,4.73,0.759,43.2,0.593,0.86,0
Tiruchirappalli,Tiruchirappalli,Rural,9.5543,77.3225,Cybercrime,5,Friday,Evening,755,7.85,68.92,0.108,3,7,2.36,Hot,0,46-60,1.012,2.38,0.689,40.71,0.312,0.418,1
Madurai,Madurai North,Semi-Urban,9.2958,79.5263,Traffic Violation,7,Monday,Afternoon,1725,5.12,85.83,0.659,21,26,1.54,Sunny,0,60+,0.958,1.34,0.858,89.16,0.475,0.755,1
Chennai,Chennai South,Urban,12.2072,80.4578,Property Crime,8,Friday,Morning,1925,5.62,93.89,0.567,11,28,7.9,Rainy,0,26-35,1.089,4.79,0.939,75.47,0.294,0.751,1
Villupuram,Kallakurichi,Rural,10.1888,79.4213,Theft,10,Monday,Night,402,13.27,70.65,0.406,4,2,4.49,Rainy,1,18-25,1.085,3.26,0.706,46.79,0.39,0.389,0
Tiruchirappalli,Thuraiyur,Rural,10.0793,78.4552,Drug Offense,10,Thursday,Night,298,8.66,67.66,0.263,6,13,2.35,Rainy,1,18-25,1.046,3.1,0.677,39.12,0.371,0.534,0
Sivaganga,Devakottai,Semi-Urban,11.7029,77.0293,Burglary,8,Saturday,Night,237,8.2,80.11,0.218,7,6,1.42,Rainy,0,26-35,1.093,1.01,0.801,35.67,0.655,0.691,0
Virudhunagar,Rajapalayam,Rural,10.9116,77.6656,Assault,5,Friday,Morning,738,9.1,83.2,0.118,7,8,4.02,Rainy,0,46-60,1.066,1.26,0.832,33.93,0.46,0.823,0
Tiruvannamalai,Vandavasi,Semi-Urban,8.982,79.5704,Assault,4,Monday,Morning,314,10.54,82.46,0.143,7,10,5.53,Sunny,1,18-25,0.954,2.24,0.825,53.31,0.779,0.473,1
Chennai,Chennai North,Semi-Urban,9.123,80.0901,Assault,9,Thursday,Evening,1111,3.43,87.48,0.38,15,31,0.53,Sunny,0,60+,0.933,0.66,0.875,79.88,0.682,0.388,0
Tiruvannamalai,Polur,Rural,10.5037,80.2127,Theft,9,Thursday,Night,206,11.32,67.88,0.101,3,14,4.4,Cloudy,0,60+,0.964,2.96,0.679,64.3,0.675,0.93,0
Salem,Vazhapadi,Semi-Urban,9.2506,76.9162,Burglary,7,Saturday,Evening,686,8.47,83.07,0.132,4,15,5.33,Cloudy,0,36-45,0.939,4.49,0.831,46.87,0.68,0.678,1
Coimbatore,Sulur,Urban,8.1438,79.3267,Assault,12,Wednesday,Night,1950,5.11,85.57,0.256,20,40,4.66,Hot,1,46-60,0.964,1.41,0.856,80.63,0.375,0.607,0
Thoothukudi,Kovilpatti,Semi-Urban,10.3195,77.0758,Fraud,4,Tuesday,Afternoon,507,14.69,79.82,0.462,3,14,6.2,Sunny,1,18-25,1.009,1.01,0.798,58.84,0.611,0.629,1
Cuddalore,Cuddalore,Semi-Urban,13.3512,76.8168,Theft,6,Tuesday,Night,533,10.37,71.57,0.749,2,9,4.34,Rainy,0,46-60,0.977,1.79,0.716,34.62,0.771,0.724,0
Chennai,Chennai South,Urban,8.8358,78.3946,Traffic Violation,11,Monday,Evening,1401,5.98,87.5,0.385,10,23,7.21,Sunny,1,26-35,1.069,4.45,0.875,76.43,0.323,0.388,0
Kanchipuram,Uthiramerur,Rural,12.348,76.2583,Domestic Violence,3,Sunday,Evening,786,13.09,67.38,0.694,4,10,2.59,Cloudy,0,36-45,0.931,0.87,0.674,50.34,0.8,0.726,1
Madurai,Usilampatti,Urban,11.4641,78.4639,Fraud,1,Tuesday,Evening,1352,3.26,87.82,0.253,15,30,3.94,Rainy,0,46-60,0.972,4.37,0.878,79.53,0.706,0.882,1
Kanchipuram,Chengalpattu,Semi-Urban,10.8641,79.822,Burglary,4,Tuesday,Night,707,13.81,69.69,0.551,2,15,1.19,Hot,1,26-35,1.081,3.55,0.697,33.18,0.889,0.49,1
Salem,Mettur,Rural,10.7856,76.3393,Theft,4,Sunday,Evening,731,14.63,73.69,0.266,2,15,2.06,Sunny,1,18-25,0.915,3.57,0.737,68.09,0.591,0.354,1
Dharmapuri,Karimangalam,Semi-Urban,12.5025,79.5631,Vandalism,6,Tuesday,Evening,671,9.96,77.45,0.379,4,12,7.53,Hot,0,26-35,1.04,0.67,0.774,37.8,0.872,0.848,0
Cuddalore,Kattumannarkoil,Rural,12.1607,76.7364,Fraud,4,Tuesday,Afternoon,396,5.59,77.61,0.735,7,7,3.16,Hot,1,36-45,1.024,4.0,0.776,37.28,0.883,0.618,0
Tiruvannamalai,Vandavasi,Semi-Urban,8.5815,77.8155,Vandalism,4,Monday,Afternoon,573,5.96,78.3,0.708,5,12,5.96,Cloudy,1,60+,0.98,4.13,0.783,38.64,0.278,0.636,0
Namakkal,Tiruchengode,Rural,11.7041,79.9917,Burglary,12,Monday,Night,442,6.48,65.17,0.676,3,8,5.2,Sunny,1,60+,0.977,3.5,0.652,62.28,0.833,0.328,1
Vellore,Vellore,Urban,11.5548,78.7293,Vandalism,5,Sunday,Morning,664,13.69,81.72,0.282,2,15,4.2,Hot,0,26-35,0.907,3.51,0.817,67.71,0.492,0.62,1
Coimbatore,Pollachi,Urban,10.694,76.6328,Traffic Violation,4,Saturday,Afternoon,1236,3.77,89.93,0.776,16,33,1.44,Hot,1,18-25,1.049,4.75,0.899,77.89,0.462,0.434,1
Krishnagiri,Hosur,Rural,11.3711,76.6258,Cybercrime,6,Saturday,Night,660,10.83,66.61,0.217,6,5,1.87,Cloudy,0,60+,1.087,4.64,0.666,33.46,0.648,0.63,1
Tiruchirappalli,Thuraiyur,Rural,12.6585,77.4263,Assault,6,Sunday,Evening,345,7.69,82.93,0.137,2,15,6.0,Hot,0,26-35,0.905,4.45,0.829,66.38,0.668,0.726,1
Villupuram,Sankarapuram,Rural,11.2946,79.3772,Vandalism,5,Thursday,Afternoon,484,8.67,66.45,0.174,4,8,5.9,Cloudy,0,26-35,1.01,4.98,0.665,46.96,0.776,0.391,0
Salem,Sankagiri,Semi-Urban,8.4217,78.7103,Cybercrime,6,Sunday,Morning,794,7.7,66.94,0.171,2,2,0.66,Cloudy,0,36-45,0.977,4.71,0.669,38.35,0.356,0.731,1
Ramanathapuram,Kamuthi,Rural,9.7788,77.432,Fraud,11,Friday,Night,240,14.08,70.54,0.483,2,8,2.53,Hot,1,18-25,0.921,1.49,0.705,52.9,0.27,0.943,1
Thoothukudi,Thoothukudi,Rural,8.0031,77.7643,Burglary,11,Thursday,Night,604,13.78,66.69,0.413,7,10,7.54,Cloudy,1,26-35,0.972,1.12,0.667,41.64,0.531,0.507,0
Tirunelveli,Ambasamudram,Rural,12.7462,76.1124,Traffic Violation,6,Friday,Afternoon,720,12.94,81.13,0.527,6,6,5.51,Cloudy,0,36-45,1.016,0.58,0.811,36.22,0.362,0.513,1
Tiruvannamalai,Vandavasi,Semi-Urban,10.9238,78.7406,Theft,4,Sunday,Night,529,12.8,78.18,0.72,3,6,7.13,Cloudy,1,60+,0.919,1.3,0.782,34.28,0.627,0.501,0
Chennai,Ambattur,Urban,12.341,76.276,Vandalism,2,Wednesday,Evening,1691,3.05,87.27,0.156,12,16,2.01,Hot,0,26-35,1.087,1.52,0.873,77.36,0.68,0.311,1
Vellore,Pernambut,Semi-Urban,11.7451,77.2145,Fraud,5,Monday,Evening,302,7.65,84.8,0.491,3,3,2.13,Cloudy,0,60+,1.049,3.79,0.848,48.27,0.205,0.643,1
Coimbatore,Sulur,Urban,11.5146,78.5721,Fraud,10,Monday,Night,1459,5.64,89.46,0.557,11,33,7.29,Sunny,1,26-35,0.914,1.0,0.895,74.95,0.619,0.603,0
Salem,Mettur,Rural,12.6752,80.0556,Assault,11,Tuesday,Night,686,5.42,83.03,0.357,4,9,4.97,Hot,1,26-35,1.012,1.57,0.83,33.52,0.488,0.33,0
Thanjavur,Pattukottai,Rural,13.2372,76.8073,Fraud,1,Thursday,Morning,524,7.25,77.51,0.182,6,11,2.62,Cloudy,0,26-35,1.001,1.24,0.775,50.41,0.314,0.729,0
Krishnagiri,Krishnagiri,Rural,9.2644,78.367,Drug Offense,10,Thursday,Evening,753,6.89,65.32,0.728,7,6,3.14,Rainy,1,18-25,0.927,3.2,0.653,58.07,0.756,0.776,1
Vellore,Katpadi,Rural,8.4091,76.3155,Burglary,11,Sunday,Evening,459,12.54,79.61,0.687,3,11,0.5,Hot,1,18-25,1.065,2.33,0.796,67.68,0.454,0.551,1
Thoothukudi,Vilathikulam,Semi-Urban,10.2079,76.2539,Vandalism,4,Wednesday,Night,645,9.28,67.49,0.4,4,5,7.84,Hot,1,26-35,0.918,2.34,0.675,43.33,0.876,0.943,1
Tirunelveli,Radhapuram,Rural,8.7866,78.5266,Domestic Violence,6,Thursday,Night,238,12.18,72.27,0.406,8,5,5.22,Sunny,0,36-45,1.013,2.64,0.723,43.69,0.67,0.639,0
Kanchipuram,Uthiramerur,Rural,9.3143,77.3754,Drug Offense,6,Thursday,Night,344,10.53,83.56,0.182,6,15,1.82,Hot,0,36-45,0.938,1.94,0.836,58.61,0.575,0.772,1
Villupuram,Kallakurichi,Rural,11.3256,79.3415,Fraud,10,Thursday,Afternoon,311,6.47,72.95,0.275,2,2,2.75,Rainy,1,60+,1.088,3.42,0.73,35.54,0.733,0.318,0
Dharmapuri,Nallampalli,Rural,8.582,78.0089,Property Crime,11,Monday,Night,236,6.64,68.32,0.652,2,10,4.1,Rainy,1,46-60,1.039,3.83,0.683,45.73,0.337,0.923,0
Virudhunagar,Kariapatti,Rural,10.0519,77.3392,Property Crime,8,Saturday,Night,210,9.44,82.17,0.283,2,7,1.99,Hot,0,26-35,0.94,4.35,0.822,41.28,0.59,0.796,0
Dharmapuri,Nallampalli,Rural,11.9623,80.3197,Burglary,8,Tuesday,Morning,727,11.75,83.86,0.461,5,12,5.33,Sunny,0,46-60,0.933,3.04,0.839,58.54,0.782,0.565,0
Thanjavur,Thanjavur,Rural,10.2521,76.1832,Burglary,11,Thursday,Evening,362,14.14,66.03,0.34,4,8,1.45,Cloudy,1,18-25,0.948,1.32,0.66,47.25,0.309,0.88,0
Salem,Omalur,Rural,8.2014,77.8936,Theft,7,Sunday,Night,703,7.89,84.26,0.158,4,10,1.13,Hot,0,18-25,0.997,3.87,0.843,69.19,0.704,0.82,0
Chennai,Sholinganallur,Urban,10.1004,79.9276,Assault,2,Monday,Night,1214,6.17,86.07,0.218,14,33,3.63,Hot,0,18-25,1.051,2.65,0.861,71.56,0.688,0.825,0
Madurai,Thirumangalam,Semi-Urban,11.7745,78.0006,Traffic Violation,3,Thursday,Afternoon,958,6.66,85.65,0.569,8,34,6.7,Cloudy,0,18-25,0.987,1.99,0.857,73.93,0.653,0.494,0
Thoothukudi,Vilathikulam,Rural,9.3249,76.5441,Burglary,1,Saturday,Afternoon,489,11.98,74.45,0.211,6,8,6.31,Sunny,0,18-25,0.934,1.95,0.744,69.87,0.306,0.333,1
Thoothukudi,Thoothukudi,Rural,12.6407,78.2098,Vandalism,6,Monday,Evening,552,5.85,80.02,0.145,4,14,4.44,Cloudy,0,18-25,1.097,4.06,0.8,54.98,0.322,0.515,0
Thanjavur,Pattukottai,Rural,10.8782,77.5031,Cybercrime,7,Tuesday,Evening,444,14.94,76.42,0.178,8,6,6.04,Hot,0,18-25,1.082,1.29,0.764,44.82,0.503,0.801,0
Namakkal,Kumarapalayam,Rural,8.0712,77.2583,Property Crime,9,Friday,Night,414,10.94,78.22,0.127,7,3,4.4,Rainy,0,26-35,1.011,2.79,0.782,41.87,0.528,0.595,0
Coimbatore,Pollachi,Urban,11.248,80.055,Traffic Violation,11,Tuesday,Afternoon,1964,3.71,88.09,0.365,9,27,1.22,Rainy,1,60+,1.091,1.18,0.881,77.92,0.608,0.653,1
Krishnagiri,Krishnagiri,Rural,8.4243,76.6543,Fraud,9,Wednesday,Evening,751,11.16,69.75,0.615,3,12,2.73,Hot,0,26-35,0.902,2.6,0.698,56.76,0.329,0.703,1
Chennai,Chennai Central,Urban,8.387,76.6765,Burglary,2,Monday,Evening,1369,3.44,88.7,0.475,20,16,1.75,Hot,0,60+,1.085,3.85,0.887,73.17,0.406,0.902,1
Villupuram,Villupuram,Semi-Urban,10.5447,79.3747,Theft,4,Thursday,Night,289,12.42,66.4,0.184,5,4,2.65,Hot,1,26-35,1.093,2.01,0.664,59.44,0.315,0.73,0
Tiruchirappalli,Tiruchirappalli,Rural,8.7669,77.8032,Traffic Violation,5,Tuesday,Night,771,6.06,68.11,0.219,4,8,7.72,Sunny,0,60+,0.906,1.56,0.681,59.74,0.329,0.68,1
Villupuram,Tindivanam,Urban,12.2175,78.5571,Fraud,7,Sunday,Afternoon,340,9.98,84.57,0.742,5,11,6.22,Cloudy,0,26-35,1.081,2.83,0.846,65.68,0.25,0.933,1
Kanchipuram,Sriperumbudur,Semi-Urban,13.4193,77.8775,Drug Offense,1,Friday,Afternoon,251,14.65,65.02,0.146,6,9,0.59,Sunny,0,26-35,1.018,3.5,0.65,46.45,0.4,0.871,1
Sivaganga,Devakottai,Rural,12.2181,77.7883,Cybercrime,9,Tuesday,Morning,315,8.48,77.45,0.32,5,12,6.53,Sunny,0,46-60,1.007,3.78,0.775,37.82,0.252,0.509,1
Chennai,Sholinganallur,Urban,12.872,79.9217,Fraud,9,Monday,Morning,1371,5.06,89.1,0.743,17,28,7.53,Cloudy,0,26-35,0.95,3.54,0.891,73.99,0.759,0.426,0
Thoothukudi,Thoothukudi,Rural,8.6578,80.0786,Vandalism,9,Monday,Morning,771,14.76,72.22,0.504,4,13,7.66,Hot,0,18-25,1.036,3.26,0.722,58.25,0.347,0.576,0
Madurai,Madurai North,Semi-Urban,13.1421,76.3948,Drug Offense,6,Sunday,Afternoon,1487,5.34,94.08,0.322,25,39,7.08,Cloudy,0,18-25,0.915,3.48,0.941,85.85,0.463,0.554,1
Salem,Omalur,Rural,8.4932,76.7714,Property Crime,6,Wednesday,Afternoon,292,12.03,78.72,0.627,7,6,2.25,Rainy,0,18-25,0.993,0.53,0.787,47.95,0.386,0.589,0
Karur,Aravakurichi,Rural,10.325,76.6822,Burglary,8,Friday,Night,453,14.21,66.15,0.108,2,5,0.85,Cloudy,0,60+,0.92,4.89,0.662,47.43,0.375,0.724,0
Sivaganga,Devakottai,Semi-Urban,9.5703,79.6015,Traffic Violation,12,Thursday,Evening,719,8.67,84.65,0.507,4,12,7.6,Rainy,1,36-45,0.921,1.9,0.847,45.94,0.534,0.334,1
Virudhunagar,Kariapatti,Rural,11.1905,77.4703,Vandalism,4,Wednesday,Evening,463,13.66,74.49,0.411,7,3,7.2,Cloudy,1,18-25,1.04,0.56,0.745,41.57,0.218,0.669,0
Madurai,Usilampatti,Semi-Urban,12.7126,76.3022,Fraud,1,Monday,Morning,1348,3.47,94.09,0.11,19,17,3.11,Hot,0,60+,1.09,4.05,0.941,75.54,0.892,0.931,0
Kanchipuram,Uthiramerur,Rural,10.1974,78.2045,Theft,2,Wednesday,Night,407,11.13,74.59,0.75,7,7,2.33,Cloudy,0,60+,1.035,4.85,0.746,32.4,0.828,0.306,1
Coimbatore,Pollachi,Urban,12.8639,80.2026,Traffic Violation,12,Sunday,Morning,1214,7.28,85.3,0.687,20,25,3.55,Hot,1,26-35,1.048,4.05,0.853,86.8,0.694,0.718,0
Chennai,Ambattur,Urban,9.9321,77.4462,Fraud,6,Thursday,Morning,887,4.04,86.31,0.104,21,31,3.73,Sunny,0,26-35,0.913,1.11,0.863,74.38,0.271,0.432,0
Tiruvannamalai,Cheyyar,Urban,9.9657,79.7722,Theft,8,Thursday,Night,496,12.07,74.79,0.512,6,5,3.99,Hot,0,18-25,1.031,2.69,0.748,49.88,0.357,0.47,1
Tirunelveli,Ambasamudram,Semi-Urban,8.2042,76.8712,Traffic Violation,2,Sunday,Morning,668,12.56,67.16,0.667,2,7,1.47,Rainy,0,18-25,0.928,1.6,0.672,31.03,0.258,0.7,1
Namakkal,Kolli Hills,Rural,9.3931,78.1098,Theft,9,Tuesday,Evening,358,7.47,77.36,0.438,4,2,7.19,Rainy,0,26-35,1.019,1.54,0.774,60.38,0.785,0.371,1
Tirunelveli,Palayamkottai,Rural,9.1702,77.3686,Traffic Violation,1,Wednesday,Evening,361,5.31,79.39,0.661,8,2,5.51,Sunny,0,26-35,0.92,0.56,0.794,35.87,0.339,0.498,1
Sivaganga,Devakottai,Urban,11.792,77.8494,Fraud,7,Saturday,Morning,241,6.47,69.37,0.196,2,5,5.39,Rainy,0,26-35,0.933,4.05,0.694,35.43,0.881,0.619,0
Tiruchirappalli,Musiri,Semi-Urban,8.2513,80.4264,Property Crime,9,Friday,Morning,630,12.51,78.77,0.79,6,6,3.35,Hot,0,60+,1.019,2.72,0.788,56.17,0.313,0.399,0
Dharmapuri,Harur,Semi-Urban,13.0134,79.3272,Theft,2,Thursday,Afternoon,682,10.77,70.5,0.171,6,7,6.97,Cloudy,0,60+,1.052,2.04,0.705,52.69,0.312,0.437,0
Krishnagiri,Krishnagiri,Rural,11.9363,76.7319,Drug Offense,4,Friday,Morning,499,10.09,81.04,0.227,7,8,6.08,Cloudy,1,36-45,1.039,0.87,0.81,57.23,0.208,0.623,1
Coimbatore,Pollachi,Urban,11.0889,80.3751,Cybercrime,11,Wednesday,Evening,1008,6.69,94.71,0.209,18,22,6.97,Cloudy,1,18-25,1.086,2.05,0.947,73.42,0.435,0.758,1
Tiruvannamalai,Tiruvannamalai,Urban,11.5368,80.3617,Assault,2,Wednesday,Morning,529,10.75,82.96,0.731,5,4,2.16,Rainy,0,26-35,0.944,3.14,0.83,44.57,0.511,0.633,1
Namakkal,Rasipuram,Rural,13.3016,77.487,Burglary,4,Thursday,Afternoon,309,12.15,69.48,0.106,4,15,4.49,Rainy,1,18-25,1.017,0.6,0.695,60.41,0.549,0.367,0
Salem,Omalur,Rural,13.2514,76.0056,Theft,9,Saturday,Night,529,8.44,65.77,0.448,7,13,7.01,Cloudy,0,26-35,1.091,1.78,0.658,67.71,0.662,0.614,1
Namakkal,Tiruchengode,Urban,8.2884,77.4608,Vandalism,7,Saturday,Morning,462,14.37,73.53,0.487,4,2,3.72,Sunny,0,18-25,0.995,2.61,0.735,41.9,0.656,0.489,1
Erode,Gobichettipalayam,Rural,11.2626,80.445,Drug Offense,2,Sunday,Evening,795,7.63,72.29,0.788,4,5,4.36,Sunny,0,60+,1.062,3.26,0.723,48.67,0.723,0.672,0
